teamAbbr,teamEFG%,teamTO%,teamOREB%,teamFTA,teamFGA,opptEFG%,opptTO%,opptOREB%,opptFTA,opptFGA,teamRslt
HOU,0.523,17,16.3,13,87,0.427,7.3,25.9,24,103,Loss
DEN,0.581,7.7,26.2,7,93,0.577,12.1,19.4,20,78,Win
POR,0.576,14.5,25.6,21,85,0.505,10.5,23.4,17,95,Win
IND,0.552,9.5,26.5,18,87,0.453,12.9,29.4,14,95,Win
MEM,0.515,5.4,24.5,18,97,0.52,6.2,28,18,98,Loss
ATL,0.625,9.6,22.2,24,84,0.57,11.7,11.9,26,79,Win
CLE,0.419,18.5,21.7,28,80,0.526,20.5,25,25,78,Loss
NYK,0.516,12.7,26.7,8,93,0.494,14.5,31.9,16,87,Win
HOU,0.641,10.9,25,13,92,0.5,10.2,24.4,28,85,Win
DET,0.447,16.9,14.6,19,85,0.533,15.9,16.3,9,91,Loss
CHI,0.474,12,22.9,18,95,0.6,9.3,9.8,28,85,Loss
DAL,0.506,7,22.7,24,83,0.574,6,22.2,29,81,Loss
BOS,0.521,10.5,20,14,96,0.476,14.6,19.2,24,83,Win
MEM,0.448,11.3,29.1,30,97,0.603,17.2,29.5,20,92,Loss
PHI,0.571,14.9,21.6,33,77,0.594,11,23.1,27,85,Loss
CLE,0.494,6.9,15.9,23,84,0.556,17.3,19.4,14,80,Loss
PHO,0.396,11.4,36.8,29,96,0.476,17.4,35.6,23,85,Win
POR,0.526,6.9,28.3,24,97,0.529,10.6,26.1,33,87,Win
ATL,0.553,11.4,5.6,21,76,0.625,9.2,34.1,16,92,Loss
ORL,0.449,9.5,18.5,17,88,0.482,11.5,16.3,23,82,Loss
IND,0.538,11.5,14,33,93,0.606,14.4,28.6,18,99,Loss
NOP,0.598,12.8,19,30,82,0.505,12.1,23.5,19,93,Win
MIN,0.456,12,28.3,17,103,0.529,12.7,17.1,25,85,Loss
MIA,0.488,11.4,25.5,17,86,0.475,12.8,14.6,20,80,Win
TOR,0.471,11.7,24.4,28,86,0.607,16.7,24.3,34,75,Loss
MEM,0.606,14.3,17.9,24,85,0.484,10.4,20,22,94,Win
DAL,0.615,7.3,17.8,13,96,0.525,14.3,22.2,33,81,Win
SAC,0.667,5.9,12.1,25,84,0.559,10,26.7,14,93,Win
CLE,0.392,10,11.5,16,83,0.579,11.5,20.9,23,82,Loss
CHI,0.56,17.6,21.6,11,84,0.587,12.7,24.4,9,92,Loss
MIL,0.537,11.7,13.2,21,81,0.637,10.8,32.5,10,95,Loss
CHO,0.544,12.5,20,19,90,0.46,10.9,26.8,15,100,Win
PHI,0.494,11,10.6,15,82,0.556,18.4,23.7,17,81,Loss
ORL,0.44,7.2,29.4,25,92,0.483,13,25.5,10,89,Win
ATL,0.559,6.9,13.6,21,85,0.58,11.9,26.8,18,88,Loss
POR,0.61,12.2,16.2,26,82,0.517,14.6,11.9,17,86,Win
MIA,0.474,10.9,17.8,28,78,0.465,12.6,24.4,12,85,Win
DAL,0.617,15.4,12.5,25,77,0.473,8,17,23,94,Win
HOU,0.583,12.8,15.4,24,78,0.561,10.1,32.4,19,90,Loss
UTA,0.517,12.3,23.9,25,89,0.494,9.9,23.9,23,90,Win
NYK,0.543,15.2,18.4,17,82,0.494,11.2,20.9,19,87,Loss
TOR,0.478,6.6,13.5,20,90,0.535,15.5,40.4,28,86,Loss
SAC,0.484,10.7,21.6,19,92,0.522,8.5,30.4,34,92,Loss
MIL,0.62,19.5,19.4,18,79,0.46,18.5,23.9,22,87,Win
CHI,0.49,7.7,39.1,21,99,0.636,8.9,11.1,24,81,Loss
PHI,0.511,8,25,25,93,0.488,16.8,8.5,21,80,Win
WAS,0.5,13,9.5,19,85,0.543,11.1,21.7,22,94,Loss
CHO,0.424,10.4,20.4,19,86,0.593,13.9,28.9,4,91,Loss
GSW,0.53,17.7,27.3,25,82,0.555,10.4,12.8,30,82,Loss
ORL,0.448,7.9,21.8,23,106,0.505,19.1,25,19,93,Win
ATL,0.565,9.7,22.2,26,100,0.505,4.7,19,24,110,Win
DEN,0.562,13,17.9,14,81,0.471,9.8,29.5,16,85,Win
GSW,0.399,19.5,14,18,79,0.619,10.8,24.4,25,88,Loss
HOU,0.5,11,20.4,26,86,0.619,12.2,26.8,12,88,Loss
DAL,0.534,9.8,10.5,10,88,0.427,10.5,17.3,10,89,Win
CHO,0.495,8.5,22,29,95,0.524,18.1,21.4,19,82,Win
MIN,0.518,10.4,11.4,23,85,0.542,8.6,29.2,25,95,Loss
ATL,0.638,13.5,17.1,21,87,0.477,13.3,12.2,23,88,Win
CHI,0.522,5.9,15.9,17,89,0.551,9.9,15,27,79,Loss
OKC,0.478,13.9,23.9,23,89,0.683,9.2,18.2,21,90,Loss
MIL,0.611,13.2,11.1,19,90,0.47,10.7,22,22,99,Win
LAL,0.566,14.6,28.9,20,91,0.482,13.2,12.5,16,85,Win
DAL,0.5,6.5,28.6,24,90,0.436,13.1,20,15,86,Win
NYK,0.665,7.2,18.4,27,79,0.409,13.4,24.5,20,82,Win
CLE,0.541,15,13.2,25,74,0.628,11,11.8,16,82,Loss
MIN,0.526,8.8,15,36,78,0.58,11,21.1,37,81,Loss
IND,0.617,11,28.2,26,94,0.535,13.1,35.3,32,99,Win
ORL,0.379,9,17.3,31,87,0.696,10.2,18.9,12,92,Loss
OKC,0.4,18.7,22.6,24,85,0.587,7.6,30.6,14,104,Loss
MIL,0.597,11.3,30,20,93,0.581,10.3,25.5,13,99,Win
BRK,0.543,4.9,10.5,7,93,0.603,9,16.2,30,78,Loss
LAL,0.444,16.9,15.9,20,80,0.558,17.4,31,9,86,Loss
CHO,0.463,16.1,23.1,20,80,0.569,5.7,29.8,11,94,Loss
MEM,0.584,11.2,22.7,15,89,0.461,9,29.1,28,89,Win
GSW,0.522,13.6,18.8,21,92,0.506,13,21.7,45,81,Loss
NOP,0.549,12.4,29.1,35,91,0.551,14.6,18.8,24,89,Win
ORL,0.545,10.2,22.2,17,89,0.54,12.1,42.2,31,88,Loss
NYK,0.547,11.1,12.8,22,86,0.511,8.8,23.4,26,92,Loss
UTA,0.489,7.6,29.2,22,88,0.577,8.7,22.7,8,91,Loss
SAC,0.494,12.4,21.7,24,88,0.484,11.7,31.9,33,91,Loss
DET,0.584,11.7,31,24,95,0.448,12.2,26,25,97,Win
CLE,0.593,5.8,18.9,27,86,0.452,9.3,16.7,32,83,Win
WAS,0.457,13.6,27.8,18,94,0.505,11.6,13.3,11,94,Loss
PHO,0.616,9.9,15.4,31,86,0.652,16.1,13.9,33,79,Win
CHI,0.543,16.6,34.1,14,94,0.483,12.8,12.2,16,88,Win
NOP,0.473,11.9,33.3,28,91,0.614,10.1,23.3,22,88,Loss
PHI,0.527,12.6,23.7,39,73,0.571,20.4,9.4,18,70,Win
LAL,0.608,19.1,28.9,22,79,0.423,10.3,28.3,30,91,Win
MEM,0.649,12.3,24.3,20,84,0.616,11.8,17.5,18,82,Win
DET,0.636,12.6,18.4,20,81,0.67,9.3,36.1,9,94,Loss
MIL,0.593,12.8,16.7,22,86,0.557,9.6,26.1,17,96,Loss
POR,0.462,6.1,25.9,37,92,0.607,6.4,19,30,89,Loss
MIN,0.582,10,31.7,40,91,0.667,11.4,19.4,19,93,Loss
WAS,0.688,12.4,15.2,16,85,0.538,9.6,25.6,23,93,Win
NYK,0.512,13.3,11.9,16,84,0.506,15.2,32,20,86,Loss
NOP,0.461,11.7,32.7,39,89,0.658,14.3,30.3,22,92,Loss
MEM,0.635,12.5,26.2,21,89,0.495,6.1,20.4,15,101,Win
DAL,0.437,8.5,22,22,87,0.528,9.5,22.2,16,88,Loss
CHO,0.521,9.7,23.9,13,97,0.529,19.2,26.2,17,85,Win
SAS,0.451,12.3,21.2,21,91,0.484,14.3,27.9,24,91,Loss
UTA,0.5,10.6,13.5,15,103,0.5,11.3,29.6,20,101,Loss
LAL,0.519,19.6,25.6,25,79,0.549,18.4,23.1,40,71,Loss
CHI,0.609,14.4,31.6,18,87,0.49,8.6,28.8,22,97,Win
CLE,0.58,6.3,21.4,24,94,0.522,13.7,23.9,13,89,Win
MIL,0.44,7.8,25.5,16,100,0.531,9.5,28.3,18,97,Loss
PHO,0.549,14.3,25.7,30,71,0.607,10.1,25,12,84,Loss
DET,0.571,14.7,17.9,20,84,0.483,11,14.3,26,86,Win
POR,0.464,5.5,17,18,96,0.516,6.1,30.4,27,95,Loss
IND,0.473,11.8,22.4,28,92,0.456,12.6,24,31,90,Win
MIN,0.568,11.4,20,30,96,0.649,16.4,24.3,34,87,Loss
MEM,0.574,11.4,21.3,34,94,0.542,9.8,25,33,96,Loss
CHI,0.552,12.4,18.6,14,86,0.601,8.7,16.7,23,84,Loss
PHI,0.487,17.5,8,24,79,0.456,10.4,18.9,30,90,Loss
SAS,0.511,7.9,22.9,28,93,0.633,16.8,25,23,79,Loss
CHO,0.588,15.2,27.1,22,91,0.52,13.6,26.5,23,98,Win
WAS,0.511,15.3,25,24,89,0.528,11.8,18.2,21,88,Win
HOU,0.542,12.9,26.1,27,83,0.653,8.8,12.1,13,88,Loss
TOR,0.715,15.6,16.7,14,86,0.541,14.9,17.1,26,86,Win
LAL,0.608,12.1,26.7,20,93,0.469,16.9,20.5,30,80,Win
PHI,0.532,7.9,25,25,94,0.553,20.7,15,19,76,Win
SAC,0.557,9.3,8.9,22,88,0.557,8.8,24.4,35,88,Loss
HOU,0.54,15.7,26.5,20,88,0.615,14,22,16,91,Loss
WAS,0.518,14.2,14.9,28,84,0.593,2.7,10.6,7,107,Loss
DET,0.5,10.3,20.5,28,83,0.55,13,32.6,24,90,Loss
ATL,0.554,10.8,17.9,16,84,0.556,12.2,15,14,80,Win
BOS,0.489,8.5,23.3,23,87,0.409,8.6,23.6,18,88,Win
NOP,0.552,14.1,34.1,26,86,0.559,15.5,20,17,85,Win
MIL,0.59,9.9,28.6,15,94,0.419,12.9,13.7,19,86,Win
SAS,0.59,12.9,27.8,27,83,0.548,10.7,26.2,15,94,Win
IND,0.591,10.1,36.6,17,99,0.487,4.6,38.7,19,115,Win
CHI,0.592,11.7,19.5,13,92,0.593,13.2,9.1,25,81,Loss
TOR,0.487,14.4,12.5,23,79,0.449,11.5,23.9,27,88,Loss
DET,0.615,11.2,28.6,19,87,0.719,15.2,26.9,21,80,Loss
MIA,0.566,7.1,15.4,20,83,0.552,16.6,25,19,77,Win
PHI,0.563,8.7,14.6,33,80,0.476,14,24.4,20,83,Win
LAL,0.513,21.4,11.1,18,80,0.5,12.9,34.1,27,89,Loss
SAS,0.57,8.2,26.7,18,93,0.481,13.8,23.9,32,80,Win
CHI,0.448,15.4,16.3,17,86,0.524,18,23.8,14,85,Loss
SAC,0.489,8.6,16,37,90,0.584,18.2,25.7,39,77,Loss
WAS,0.572,6.4,19,28,90,0.571,12.4,20,31,85,Win
DEN,0.518,16.8,23.8,25,83,0.593,15,11.4,22,81,Loss
HOU,0.603,18,28.6,19,87,0.612,11.3,23.5,18,94,Loss
BRK,0.588,15.1,25,24,91,0.42,12.1,19.3,33,87,Win
LAC,0.612,12.6,15.4,19,89,0.505,10.2,17.6,22,96,Win
ATL,0.554,12.2,18.2,22,84,0.534,12.2,16.2,13,88,Win
LAL,0.512,10.9,19.5,18,82,0.488,15,28.6,18,83,Win
OKC,0.462,10.6,27.3,18,93,0.517,11.2,23.9,20,86,Loss
MIA,0.433,15,17,19,82,0.543,17.4,24.3,18,82,Loss
BOS,0.55,8.2,19.1,24,90,0.572,12.6,17.8,17,90,Win
MIL,0.566,12.9,15.9,23,98,0.451,13.2,18.2,31,92,Win
CLE,0.572,15.1,24.3,19,76,0.5,11.8,20.8,12,84,Win
BRK,0.542,13.5,28.2,30,83,0.592,9.3,11.1,25,87,Loss
SAS,0.522,11.4,22.6,27,89,0.545,10.8,31,25,88,Loss
ORL,0.562,6.7,28.3,20,89,0.576,11.8,17.5,9,86,Win
LAC,0.435,9.7,30,21,93,0.476,14.5,25.6,22,85,Win
NYK,0.541,5.5,21.6,13,97,0.489,8.4,19.6,24,88,Win
IND,0.612,14.8,26.2,22,94,0.51,11.7,30.2,22,104,Win
GSW,0.674,11.8,21.4,23,95,0.516,16.9,34.7,25,92,Win
DAL,0.574,10.3,19,17,88,0.539,6.6,22.9,21,90,Win
MIA,0.576,8.4,11.1,18,79,0.635,9.5,29.7,13,89,Loss
WAS,0.561,19.1,35.9,27,90,0.511,14.3,10.6,24,91,Win
MIL,0.568,7.2,31.1,17,95,0.535,10.4,17.8,19,86,Win
GSW,0.603,13.5,22.5,10,92,0.494,12.3,17.4,27,81,Win
BOS,0.647,18.8,21.9,13,85,0.51,7,21.2,19,98,Win
SAC,0.641,14.8,12.1,19,78,0.64,10.7,26.3,14,86,Loss
IND,0.452,8.2,23.3,17,105,0.575,17,25.6,24,87,Loss
OKC,0.438,16.2,31.6,26,97,0.478,14.6,28.3,34,90,Loss
LAC,0.567,17.6,18.6,16,82,0.506,11.1,23.9,30,83,Loss
NOP,0.448,11.9,20.4,33,97,0.49,10.6,6.3,32,96,Loss
CHO,0.602,17.1,21.1,20,83,0.676,16.4,19.4,16,85,Loss
ORL,0.506,9.8,15,34,77,0.585,13.5,21.6,18,82,Loss
MEM,0.622,4.9,15.4,24,86,0.536,9.7,26.5,15,96,Win
DEN,0.537,7.7,40,31,94,0.506,13,18.2,18,86,Win
MIA,0.575,13.3,16.7,26,80,0.611,15.3,27.8,29,81,Loss
POR,0.522,10.3,20.5,16,89,0.511,12.3,32.6,10,95,Win
NYK,0.593,8.6,22.5,21,86,0.522,8.3,21.7,19,91,Win
UTA,0.53,12.6,12.8,8,101,0.575,12,26.2,23,93,Loss
CLE,0.511,9.9,24.4,7,88,0.598,10.4,10.8,9,82,Loss
DET,0.494,16.1,19.1,23,84,0.58,10.5,21.7,19,94,Loss
GSW,0.619,16.1,20.5,20,80,0.548,8.1,30.4,20,94,Loss
MEM,0.629,9.2,17.9,12,93,0.516,13.5,26.5,27,91,Win
SAS,0.573,11.3,13.2,12,89,0.433,12.6,26.8,16,90,Win
IND,0.543,10.6,17.8,20,92,0.56,8.5,29.8,34,92,Loss
NOP,0.436,9.5,35.7,30,101,0.532,11,28.9,24,95,Loss
BRK,0.579,10.9,17.8,18,82,0.529,14.3,34.8,21,87,Loss
POR,0.451,7.2,25,28,91,0.578,13.4,17.1,17,83,Loss
HOU,0.61,17.3,27,20,82,0.511,13.1,21.4,19,91,Win
OKC,0.537,18.7,22.5,21,82,0.474,10.9,30.2,24,96,Loss
SAC,0.556,5.7,23.8,25,89,0.54,12.8,23.8,20,87,Win
MIN,0.506,10.2,13,21,88,0.624,12.7,20.5,17,89,Loss
CLE,0.517,15.2,20.9,20,86,0.547,15.1,25,21,86,Loss
CHI,0.511,11.2,20,10,91,0.532,15.2,8.8,15,77,Win
GSW,0.539,15.1,15.8,32,76,0.461,11.8,20.4,18,89,Win
SAS,0.476,10.8,18.4,35,84,0.365,5.7,22.6,27,104,Win
HOU,0.441,12.3,12.8,17,85,0.586,11.9,23.9,7,93,Loss
PHO,0.561,9.1,16,10,106,0.534,9.1,19.6,19,102,Win
OKC,0.512,16.7,20.9,27,83,0.56,10.4,17,29,91,Loss
MEM,0.556,10.6,18.2,24,107,0.574,17.5,26,26,102,Loss
UTA,0.673,17.6,6.9,11,75,0.506,10,11.1,25,79,Win
ORL,0.442,9.2,11.3,29,86,0.463,10.9,34.6,29,94,Loss
BRK,0.629,11.4,25,28,89,0.626,11.3,17.1,24,91,Win
CHO,0.547,11.8,28.2,8,86,0.59,9.3,28.2,12,83,Loss
LAC,0.561,9.4,25.6,15,90,0.521,5.5,27.1,19,94,Win
MIN,0.667,15.5,31.6,19,90,0.546,8.8,25.5,16,97,Win
CHI,0.576,17.9,17.9,18,79,0.602,9.4,20.9,19,88,Loss
OKC,0.505,13.3,34,16,104,0.525,9.1,26.9,20,101,Loss
PHO,0.564,7.7,25,21,86,0.594,14.9,37.8,26,80,Win
BRK,0.467,11.4,23.5,23,91,0.533,9.2,19.1,21,90,Loss
GSW,0.47,13.4,17.9,21,101,0.473,17,30.6,38,91,Loss
UTA,0.55,11,19.1,16,90,0.404,9.4,18.8,17,99,Win
ATL,0.539,8.2,22.6,24,102,0.643,12.1,21.6,25,91,Loss
DET,0.589,12.3,17.9,31,79,0.587,5.5,23.9,26,92,Loss
MIA,0.548,7.1,22.5,20,83,0.468,10.4,16.7,20,77,Win
MEM,0.53,12.1,25,23,84,0.536,10.7,24.4,36,84,Loss
DEN,0.517,12,33.3,17,88,0.529,10.5,23.1,15,87,Win
MIN,0.615,9.4,23.7,22,87,0.696,13.8,13.8,31,74,Loss
PHO,0.443,15.6,20.8,9,88,0.506,18.6,26.3,24,77,Loss
PHI,0.571,7.5,15.2,18,91,0.679,14.9,18.8,23,81,Loss
NOP,0.622,12.1,30.8,26,90,0.434,3.6,22,19,98,Win
DET,0.506,16.4,22,22,77,0.531,9.8,24.4,27,80,Loss
CHO,0.476,13.5,15.2,17,82,0.575,15.6,26.2,11,87,Loss
LAL,0.533,14.1,29.3,17,90,0.543,10.9,21.4,36,82,Loss
MIA,0.563,13.1,16.7,16,79,0.631,13.7,25,19,80,Loss
BOS,0.495,15.8,26.8,16,94,0.494,10.1,13.3,28,86,Loss
CLE,0.575,15.7,32.4,14,80,0.5,4.7,29.4,18,94,Loss
LAC,0.464,11.6,26.9,23,97,0.478,12.4,17,22,89,Win
WAS,0.613,16.7,31.6,16,93,0.473,13.3,26.9,25,93,Win
DEN,0.46,8.5,11.8,20,88,0.625,13.2,18.9,18,84,Loss
MEM,0.577,6.9,18.2,22,98,0.552,9.3,31.1,27,96,Win
TOR,0.536,7.1,11.4,19,83,0.667,13.2,15.2,24,75,Loss
PHI,0.421,14.9,20.4,34,82,0.611,12.4,34,24,95,Loss
DET,0.458,14.3,33.3,26,96,0.469,3.5,16.1,35,96,Loss
CHI,0.563,16.7,16.2,13,79,0.538,9.9,14.3,24,80,Loss
SAS,0.488,14.6,19.1,32,85,0.523,15.8,21.3,32,87,Win
LAL,0.453,8.7,12.8,19,86,0.571,15.2,25,25,78,Loss
MIN,0.484,11.4,23.4,20,92,0.518,18.4,20,15,82,Win
HOU,0.591,13.7,14.6,28,82,0.69,13.3,3.3,16,84,Loss
BOS,0.466,11.6,23.4,26,88,0.618,10.1,25,11,93,Loss
PHO,0.544,10.6,31.3,25,90,0.603,9.2,28.2,27,87,Loss
MEM,0.527,12.7,17.4,28,91,0.438,8.7,24.6,25,105,Win
CLE,0.577,17.6,27.8,25,78,0.551,9.1,27,26,89,Loss
MIL,0.531,11.6,9.3,23,81,0.528,8.4,11.9,23,88,Loss
IND,0.632,11.6,12.2,18,91,0.446,5,25.9,28,101,Win
SAC,0.558,9.5,14.3,22,86,0.558,13.6,35.4,15,95,Loss
ATL,0.412,14.7,18.8,17,85,0.53,13.4,18.2,15,84,Loss
LAL,0.603,10.6,27.3,14,87,0.546,11.3,10.3,24,76,Win
OKC,0.494,24.8,26.2,23,78,0.628,17.6,27,18,86,Loss
SAS,0.563,4.8,28.9,35,103,0.56,6.3,36.7,25,109,Win
PHO,0.627,8.1,14.7,17,83,0.586,9.9,15.8,10,87,Win
CLE,0.494,12.6,20.5,16,83,0.595,12,15.2,20,79,Loss
CHI,0.604,17.2,24.3,22,77,0.47,5,12.5,25,84,Win
UTA,0.474,9.6,28.6,19,95,0.542,14.8,19.5,21,83,Loss
LAC,0.478,15.6,26.5,17,90,0.628,14.6,20.5,26,82,Loss
MEM,0.444,14.5,13,31,81,0.537,9.6,17,22,94,Loss
DAL,0.533,9.2,28.6,14,92,0.599,15.2,29.7,18,81,Loss
OKC,0.562,21.8,24.4,36,81,0.479,11.5,16.3,25,97,Win
MIL,0.554,13.1,22.5,14,93,0.537,15.6,15.2,23,82,Win
POR,0.566,10.3,39.2,16,106,0.523,11.7,15.9,28,86,Win
BRK,0.59,9.9,17.9,18,83,0.478,11.6,30.6,19,91,Win
MIN,0.538,11.9,24.5,25,93,0.529,15.1,18.2,22,86,Win
DAL,0.62,11.3,21.4,22,92,0.5,16,19.6,24,84,Win
ORL,0.565,13.8,22,20,85,0.467,9.7,24.5,24,92,Win
ATL,0.37,13,32.7,29,81,0.629,6.6,26.8,22,89,Loss
CHO,0.5,9.8,23.9,32,87,0.56,12.1,46.3,22,92,Loss
CHI,0.518,13.5,17.9,10,85,0.527,3.9,20,19,91,Loss
LAL,0.49,8.7,24.5,21,96,0.556,11.6,26.3,21,90,Loss
SAS,0.523,8.4,15.6,24,88,0.559,11.2,23.3,24,85,Loss
NOP,0.563,18,14.6,19,87,0.565,15.9,7.7,23,85,Loss
POR,0.571,8.7,23.4,28,92,0.472,9.8,16.7,30,88,Win
LAC,0.588,14.3,14.3,9,80,0.544,9.4,32.6,13,91,Loss
UTA,0.779,12,27.6,21,86,0.523,11.3,7.1,17,87,Win
DAL,0.522,10,18.2,23,89,0.577,17.3,10,34,71,Win
BRK,0.596,11.4,20.5,28,89,0.484,8.7,14.3,21,96,Win
MIL,0.613,11.9,18.2,25,93,0.628,14.2,34.8,24,98,Loss
GSW,0.582,9.6,8.9,21,85,0.564,10.9,34.8,29,94,Loss
TOR,0.578,14.2,17.5,18,83,0.538,9.5,32.6,26,93,Loss
NOP,0.47,9.9,26.8,19,101,0.444,18.4,22.6,20,89,Win
ATL,0.5,14.5,27.3,28,82,0.515,6.6,34.6,26,101,Loss
SAS,0.592,9.2,18.6,38,92,0.552,9.7,32.7,36,105,Loss
WAS,0.543,10.4,25.6,26,92,0.457,20.3,28.6,28,82,Win
POR,0.604,9.1,20.5,20,91,0.489,7.2,20.8,19,95,Win
ORL,0.349,17.4,22.2,20,86,0.399,7,25.4,16,99,Loss
MIL,0.517,9.2,18.2,20,90,0.438,8.7,24.6,21,96,Win
UTA,0.525,12.9,18.2,18,80,0.608,10.2,22.2,19,88,Loss
SAC,0.523,15.1,25.6,22,86,0.548,18.5,29.7,21,83,Win
DET,0.456,9.2,23.1,17,91,0.563,11.9,31.1,20,87,Loss
GSW,0.571,15.2,9.3,24,84,0.41,15.4,17.9,22,89,Win
CHI,0.506,12.3,17.4,17,85,0.595,14.1,16.2,26,74,Loss
MIA,0.644,7.9,25,15,87,0.635,18.1,25,17,74,Win
NOP,0.587,15.8,26.9,46,92,0.524,11.8,25.5,32,106,Win
IND,0.776,15,10,22,87,0.378,10.4,29.6,23,111,Win
MEM,0.51,13.2,35.4,21,96,0.512,9.3,13.6,28,85,Loss
WAS,0.549,8.7,32.6,31,91,0.638,10.2,17.9,22,87,Loss
DEN,0.563,10.1,21.6,21,80,0.518,6,21.7,24,83,Win
TOR,0.511,9.3,21.6,9,94,0.583,18.9,24.3,18,78,Loss
BRK,0.516,13.4,27.5,17,96,0.566,8.8,17,12,98,Loss
POR,0.629,8.5,7.9,26,85,0.596,15.8,23.3,15,89,Win
MIA,0.574,9.9,26.2,27,88,0.58,13.4,20.5,22,81,Win
SAC,0.623,17.8,22.9,16,81,0.457,14.5,30.2,31,81,Win
NYK,0.628,12.3,15.4,16,86,0.481,15.4,30.4,32,79,Win
PHO,0.607,9.4,21.1,27,84,0.56,12.8,35.4,24,92,Win
PHI,0.505,10.3,25.5,25,94,0.51,11.2,21.7,17,96,Win
TOR,0.527,10,26,31,94,0.547,12.4,16.3,31,85,Win
ORL,0.568,9.2,23.1,25,88,0.532,9.8,23.5,18,93,Win
IND,0.561,12.6,28.6,25,107,0.655,12.3,22.5,24,103,Loss
GSW,0.631,12.9,12.8,14,88,0.461,13.3,28.3,32,90,Win
POR,0.542,7.3,15.4,14,95,0.643,10.7,13.9,18,84,Loss
PHI,0.607,16,20,21,75,0.477,13.9,24.5,14,87,Win
NYK,0.584,7.6,19.5,18,89,0.488,11.1,26,24,86,Win
DEN,0.476,11.9,14.3,16,82,0.527,19.4,16.7,23,73,Loss
SAS,0.494,12.1,18.2,10,90,0.563,13.6,32.6,16,88,Loss
PHO,0.581,5.9,26.7,13,105,0.528,14.3,20,27,90,Win
CHO,0.452,7.2,30.8,24,93,0.512,12.2,22.2,20,85,Win
BRK,0.607,12,13,26,84,0.52,9.8,31.3,27,98,Loss
DAL,0.655,12,27.9,18,87,0.571,11.4,20,21,84,Win
GSW,0.527,15.8,15.7,7,93,0.464,10.1,25.9,22,97,Loss
SAC,0.474,10.5,18.4,16,95,0.413,7.6,29.8,25,98,Win
TOR,0.529,11.5,15.6,13,87,0.62,18.2,11.8,13,75,Loss
BOS,0.641,9.8,20.5,12,96,0.424,14.9,21.7,28,85,Win
POR,0.663,8.8,26.8,25,92,0.473,7.2,21.8,26,92,Win
PHO,0.494,8.9,21.3,29,79,0.708,10.7,31,18,84,Loss
PHI,0.612,8,29.7,22,94,0.543,11.4,25,18,93,Win
SAC,0.495,9.8,24,14,95,0.488,19.6,21.7,17,83,Win
WAS,0.531,5.7,23.9,43,96,0.64,15.8,23.8,28,89,Loss
MEM,0.608,10.6,29.3,28,97,0.622,11.9,26.1,22,94,Win
NYK,0.459,13.3,11.5,27,86,0.443,10.4,32.1,33,97,Loss
SAS,0.44,6.5,16.4,20,92,0.659,12.9,21.2,14,88,Loss
CHI,0.604,14.7,31.9,17,91,0.511,13.3,24.1,18,90,Win
BRK,0.5,11.3,20.4,15,95,0.534,10.7,22.6,26,89,Loss
WAS,0.505,10.3,25.6,43,94,0.514,9.3,33.3,27,105,Win
MEM,0.483,13.5,26.1,17,89,0.596,11,14.3,14,83,Loss
ATL,0.59,10.5,23.8,18,94,0.667,13.6,14.3,19,87,Loss
OKC,0.46,8.5,10.6,20,88,0.599,12.2,17.1,18,86,Loss
LAL,0.437,9.1,22,29,87,0.617,19.9,28.1,26,77,Loss
NOP,0.45,8.3,28.1,22,101,0.535,13.7,21.7,22,85,Loss
BOS,0.471,11.9,22.9,23,86,0.525,7.8,29.4,18,99,Loss
ORL,0.464,5.2,25.9,28,98,0.545,9.6,25,33,89,Loss
MIN,0.541,14,23.7,30,85,0.58,12.4,20,27,87,Loss
HOU,0.63,13.3,14.9,18,96,0.637,13.9,30.2,23,95,Loss
CLE,0.422,12.9,23.4,26,83,0.554,8.9,22,22,83,Loss
DEN,0.62,15.6,23.7,20,83,0.601,9.2,23.7,23,89,Loss
NYK,0.518,12.1,13.6,23,84,0.565,4.6,16.7,25,92,Loss
LAL,0.478,12.4,20.8,22,89,0.489,7.6,13.3,21,88,Loss
SAS,0.539,11.8,18.4,19,89,0.565,15,9.8,15,84,Win
WAS,0.486,10.9,26.8,30,110,0.514,10,15.1,30,104,Win
DET,0.554,14.9,22.2,16,84,0.542,9.3,20.9,31,84,Loss
MEM,0.529,15,29.8,26,85,0.436,9.5,23.6,24,94,Win
BRK,0.742,17.4,8,33,66,0.533,10.5,23.3,23,92,Win
OKC,0.452,11.2,20,20,94,0.747,16.8,6.3,18,81,Loss
SAS,0.441,6.4,13.5,23,93,0.526,6.8,35.3,30,97,Loss
HOU,0.531,7,17.6,17,98,0.618,15.3,18.4,21,85,Loss
MIA,0.671,10.7,9.7,22,82,0.627,13,15.8,25,83,Win
NYK,0.539,9.6,18.2,9,90,0.5,12.3,15.9,16,86,Win
NOP,0.531,13.1,31.4,22,96,0.511,14.2,23.9,18,95,Win
DAL,0.618,9.3,22.2,11,93,0.448,12.3,22.7,31,86,Win
MIN,0.567,8.5,25.5,24,97,0.445,11.4,18.2,22,91,Win
CHI,0.583,8.1,13.5,14,84,0.525,12.8,11.6,22,79,Win
PHO,0.61,15.2,10,25,73,0.569,11.7,32.6,41,80,Loss
OKC,0.454,12.3,19.2,29,87,0.624,12.8,24.3,24,85,Loss
WAS,0.575,7.9,16,11,100,0.531,10,27.7,26,96,Loss
IND,0.563,10.4,22.2,16,88,0.425,8.6,28.8,30,93,Win
